chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band.	CpGi	DM.island.	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max	tumor.700.reads.min	tumor.700.reads.25q	tumor.700.reads.med	tumor.700.reads.75q	tumor.700.reads.max
chr1	63785901	63786000	1.83614313855886e-14	0.92	0.04	229.908012810991	26.8305741529044	10509.9829087958	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2729	LINC00466, FOXD3	63782901, 63788730	-, +	0	4	9	14	27	1	35.5	62.5	103.25	445
chr1	63786001	63786100	1.83614313855886e-14	0.92	0.04	229.908012810991	26.8305741529044	10509.9829087958	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2629	LINC00466, FOXD3	63782901, 63788730	-, +	0	5	10	14	47	1	42.25	58	96.25	456
chr1	63786101	63786200	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2529	LINC00466, FOXD3	63782901, 63788730	-, +	0	4	7	11	47	1	31.25	48	75.75	413
chr1	63786201	63786300	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2429	LINC00466, FOXD3	63782901, 63788730	-, +	0	3	6	9	47	3	28	43.5	68.25	328
chr1	63786301	63786400	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2329	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	3	7	47	2	24.25	36.5	64.75	310
chr1	63786401	63786500	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-2229	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	3	8	47	2	24	34.5	61.75	313
chr1	63786701	63786800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1929	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	3	6	12	0	15.25	24	39	138
chr1	63786801	63786900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1829	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	3	9	15	3	13.25	21.5	36.25	119
chr1	63786901	63787000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1729	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	5	10	16	5	18.75	29	48	165
chr1	63787001	63787100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1629	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	5	10	19	7	22	33.5	50.75	168
chr1	63787101	63787200	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1529	LINC00466, FOXD3	63782901, 63788730	-, +	0	2	5	9	28	7	19.25	35.5	49.5	158
chr1	63787201	63787300	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1429	LINC00466, FOXD3	63782901, 63788730	-, +	0	2	5	8	28	7	19	34.5	46	160
chr1	63787301	63787400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p31.3	FALSE	CpG: 561.chr1.63782394	TRUE	FOXD3	63788730	+	-1329	LINC00466, FOXD3	63782901, 63788730	-, +	0	1	5	8	25	6	15	29.5	39.75	125
chr1	63791701	63791800	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	2970	FOXD3	63788730	+	0	2	5	8	34	2	20.75	39	68.75	290
chr1	63791801	63791900	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	3070	FOXD3	63788730	+	0	2	5	8	35	2	23	40.5	69	292
chr1	63791901	63792000	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	3170	FOXD3	63788730	+	0	2	5	8	37	3	23.25	40.5	69.5	294
chr1	63792001	63792100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	3270	FOXD3	63788730	+	0	2	5	11	37	1	23.25	40.5	67	297
chr1	63792101	63792200	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	3370	FOXD3	63788730	+	0	1	5	11	40	2	23.75	41	66.5	310
chr1	63795701	63795800	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 66.chr1.63795363	TRUE	FOXD3	63788730	+	6970	FOXD3	63788730	+	0	0	2	4	13	2	15.25	29	50.75	196
chr1	63795801	63795900	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p31.3	FALSE	CpG: 66.chr1.63795363	TRUE	FOXD3	63788730	+	7070	NA	NA	NA	0	0	2	4	13	2	16.25	30.5	57.25	188
chr1	63795901	63796000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p31.3	FALSE	CpG: 66.chr1.63795363	TRUE	FOXD3	63788730	+	7170	NA	NA	NA	0	1	2	5	13	3	16.25	28	50.25	172
chr1	63796001	63796100	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p31.3	FALSE	CpG: 66.chr1.63795363	TRUE	FOXD3	63788730	+	7270	NA	NA	NA	0	0	2	5	11	3	16.25	23.5	44.75	154
chr1	63796101	63796200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p31.3	FALSE	NA	NA	FOXD3	63788730	+	7370	NA	NA	NA	0	0	2	5	17	4	13	22.5	38.5	138
chr1	67600701	67600800	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p31.3	FALSE	NA	NA	C1orf141	67600654	-	-46	IL23R, C1orf141	67604590, 67600654	+, -	0	1	4	10	29	3	18.25	34	57.75	269
chr1	67600801	67600900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p31.3	FALSE	NA	NA	C1orf141	67600654	-	-146	IL23R, C1orf141	67604590, 67600654	+, -	0	0	2	9	20	1	14	29.5	51.25	227
chr1	75595701	75595800	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p31.1	FALSE	NA	NA	LHX8	75594119	+	1581	LHX8	75594119	+	0	2	6	10	31	1	18.25	35	53	313
chr1	75595801	75595900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p31.1	FALSE	NA	NA	LHX8	75594119	+	1681	LHX8	75594119	+	0	3	6	10	31	0	20	35.5	54.75	322
chr1	75595901	75596000	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p31.1	FALSE	CpG: 28.chr1.75595813	TRUE	LHX8	75594119	+	1781	LHX8	75594119	+	0	3	6	10	31	0	20.25	36	55.25	333
chr1	75596001	75596100	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p31.1	FALSE	CpG: 28.chr1.75595813	TRUE	LHX8	75594119	+	1881	LHX8	75594119	+	0	3	6	11	37	0	21	38	56.75	337
chr1	75596101	75596200	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p31.1	FALSE	NA	NA	LHX8	75594119	+	1981	LHX8	75594119	+	0	3	6	7	30	0	21	34.5	56	325
chr1	75596201	75596300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p31.1	FALSE	NA	NA	LHX8	75594119	+	2081	LHX8	75594119	+	0	2	5	7	32	0	18.5	31.5	52.25	295
chr1	75602501	75602600	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p31.1	FALSE	CpG: 81.chr1.75601998	TRUE	LHX8	75594119	+	8381	NA	NA	NA	0	1	3	9	29	0	15	25.5	51.75	275
chr1	77334501	77334600	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p31.1	FALSE	NA	NA	ST6GALNAC5	77333186	+	1314	ST6GALNAC5	77333186	+	0	1	3	5	17	1	17.25	24	36.75	175
chr1	91172301	91172400	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p22.2	TRUE	CpG: 67.chr1.91172102	TRUE	BARHL2	91182794	-	10393	NA	NA	NA	0	1	3	9	22	0	10	30.5	46.5	233
chr1	91182301	91182400	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	393	BARHL2	91182794	-	0	3	4	9	21	2	16.25	31	46.75	204
chr1	91184201	91184300	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p22.2	TRUE	CpG: 124.chr1.91183240	TRUE	BARHL2	91182794	-	-1406	BARHL2	91182794	-	0	1	5	9	32	3	19.5	33	62.25	294
chr1	91184301	91184400	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p22.2	TRUE	CpG: 124.chr1.91183240	TRUE	BARHL2	91182794	-	-1506	BARHL2	91182794	-	0	1	3	8	28	2	17	35	53	244
chr1	91184401	91184500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p22.2	TRUE	CpG: 124.chr1.91183240	TRUE	BARHL2	91182794	-	-1606	BARHL2	91182794	-	0	1	3	7	24	0	17.25	33	53.5	225
chr1	91184501	91184600	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-1706	BARHL2	91182794	-	0	1	3	6	19	0	18.5	28	46	207
chr1	91185501	91185600	2.70319611470623e-10	0.9	0.16	42.9965611963169	9.85599884808215	250.15724030789	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-2706	BARHL2	91182794	-	0	8	10	19	63	6	28.5	48	92	314
chr1	91185601	91185700	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-2806	BARHL2	91182794	-	0	4	8	12	43	6	21	35.5	66.25	234
chr1	91185701	91185800	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-2906	BARHL2	91182794	-	0	3	5	10	39	6	17.25	29	55.5	184
chr1	91189801	91189900	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7006	NA	NA	NA	0	3	5	8	44	2	18.25	29	44	124
chr1	91189901	91190000	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7106	NA	NA	NA	0	3	5	10	72	3	25	41	54.75	175
chr1	91190001	91190100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7206	NA	NA	NA	0	2	5	9	86	4	25	42.5	53.75	186
chr1	91190101	91190200	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7306	NA	NA	NA	0	3	5	10	79	3	29	42.5	63.25	225
chr1	91190201	91190300	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7406	NA	NA	NA	0	4	9	14	67	7	31	47.5	77.25	309
chr1	91190301	91190400	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7506	NA	NA	NA	2	4	10	14	80	7	32.25	52.5	84	300
chr1	91190401	91190500	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-7606	NA	NA	NA	1	4	8	14	60	7	28.25	42	69.5	286
chr1	91190501	91190600	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-7706	NA	NA	NA	1	4	8	12	60	1	25.25	43.5	65	291
chr1	91190601	91190700	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-7806	NA	NA	NA	1	5	9	13	35	1	23	42	62.75	299
chr1	91190701	91190800	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-7906	NA	NA	NA	1	5	10	14	30	1	25.25	44	63.75	298
chr1	91190801	91190900	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8006	NA	NA	NA	1	5	11	14	28	1	29	46.5	67	278
chr1	91190901	91191000	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8106	NA	NA	NA	0	5	10	12	32	0	20.75	44	67.75	268
chr1	91191001	91191100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8206	NA	NA	NA	0	3	6	13	46	0	19	36.5	56.5	236
chr1	91191101	91191200	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8306	NA	NA	NA	0	3	7	12	36	0	20	39	59.5	241
chr1	91191201	91191300	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8406	NA	NA	NA	1	4	7	13	36	0	20	39	61.75	233
chr1	91191301	91191400	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8506	NA	NA	NA	1	5	10	15	36	0	19.25	42	60.75	317
chr1	91191401	91191500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-8606	NA	NA	NA	1	5	10	15	68	0	20.75	40.5	67.25	342
chr1	91192001	91192100	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9206	NA	NA	NA	0	5	8	18	44	7	32.25	42	61	373
chr1	91192101	91192200	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9306	NA	NA	NA	0	4	8	14	24	7	31.25	42	55.25	292
chr1	91192201	91192300	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9406	NA	NA	NA	0	2	6	10	24	7	23.25	33	51.5	242
chr1	91192301	91192400	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9506	NA	NA	NA	0	1	6	11	24	7	24	36.5	53	220
chr1	91192401	91192500	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9606	NA	NA	NA	0	2	6	12	22	7	25.25	39.5	55.25	238
chr1	91192501	91192600	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9706	NA	NA	NA	0	2	6	9	16	7	21	35	50.75	226
chr1	91192601	91192700	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9806	NA	NA	NA	0	2	6	9	15	7	18	30.5	41.75	214
chr1	91192701	91192800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p22.2	TRUE	CpG: 147.chr1.91190489	TRUE	BARHL2	91182794	-	-9906	NA	NA	NA	0	2	4	8	14	0	15.25	27.5	38.25	181
chr1	91192801	91192900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-10006	NA	NA	NA	0	1	3	7	11	0	10.25	17.5	28	113
chr1	91300801	91300900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-118006	NA	NA	NA	0	0	2	4	9	0	16	26	42	132
chr1	91300901	91301000	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-118106	NA	NA	NA	0	1	3	4	13	3	18.25	28.5	48.5	144
chr1	91301001	91301100	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118206	NA	NA	NA	0	2	4	7	17	3	19.25	33	50	173
chr1	91301101	91301200	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118306	NA	NA	NA	0	2	4	9	18	3	20.5	35.5	58.5	194
chr1	91301201	91301300	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118406	NA	NA	NA	0	2	4	9	18	2	19.25	36.5	62	199
chr1	91301301	91301400	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118506	NA	NA	NA	0	1	4	10	24	2	16.25	36.5	63.75	220
chr1	91301401	91301500	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118606	NA	NA	NA	0	2	5	10	25	2	19.5	32.5	66.25	208
chr1	91301501	91301600	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118706	NA	NA	NA	0	2	7	10	35	1	20.5	35.5	63	212
chr1	91301601	91301700	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118806	NA	NA	NA	0	3	6	9	32	1	20	35	57.75	176
chr1	91301701	91301800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p22.2	TRUE	CpG: 86.chr1.91300979	TRUE	BARHL2	91182794	-	-118906	NA	NA	NA	0	2	5	8	47	1	18	30.5	54	161
chr1	91301801	91301900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p22.2	TRUE	NA	NA	BARHL2	91182794	-	-119006	NA	NA	NA	0	2	3	7	39	1	12.25	26	41.25	132
chr1	110610101	110610200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p13.3	FALSE	NA	NA	ALX3	110613322	-	3121	ALX3	110613322	-	1	5	6	10	95	2	13.25	18.5	27.75	106
chr1	110610201	110610300	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	p13.3	FALSE	NA	NA	ALX3	110613322	-	3021	ALX3	110613322	-	1	5	8	12	95	4	17	26	39.5	164
chr1	110610301	110610400	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	2921	ALX3	110613322	-	1	5	8	13	68	4	21	32	58.25	216
chr1	110610401	110610500	6.22949326058992e-17	0.94	0	Inf	54.5880567219852	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	2821	ALX3	110613322	-	1	5	8	12	57	4	23.25	38	60.75	240
chr1	110610501	110610600	6.22949326058992e-17	0.94	0	Inf	54.5880567219852	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	2721	ALX3	110613322	-	0	6	8	12	37	4	22	41.5	80.25	314
chr1	110610601	110610700	6.22949326058992e-17	0.94	0	Inf	54.5880567219852	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	2621	ALX3	110613322	-	0	5	7	12	36	4	21.25	43.5	82.25	315
chr1	110610701	110610800	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	2521	ALX3	110613322	-	0	3	5	7	17	4	19.25	43.5	78.75	284
chr1	110611601	110611700	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1621	ALX3	110613322	-	0	1	5	13	33	3	32	48	77.75	450
chr1	110611701	110611800	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1521	ALX3	110613322	-	0	2	4	8	12	3	27.25	45	76.5	405
chr1	110611801	110611900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1421	ALX3	110613322	-	0	2	3	6	11	2	18	39.5	70.75	309
chr1	110611901	110612000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1321	ALX3	110613322	-	0	1	3	6	9	1	16.25	31	53.25	246
chr1	110612001	110612100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1221	ALX3	110613322	-	0	2	3	6	14	1	16.75	30.5	53.5	225
chr1	110612101	110612200	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1121	ALX3	110613322	-	0	2	3	6	14	0	16.25	30	53	187
chr1	110612201	110612300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p13.3	FALSE	CpG: 264.chr1.110610265	TRUE	ALX3	110613322	-	1021	ALX3	110613322	-	0	1	3	7	15	0	15.25	25.5	45.75	128
chr1	111813401	111813500	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p13.2	FALSE	NA	NA	CHIAP2	111823146	+	-9645	NA	NA	NA	0	5	8	11	31	3	23	33.5	53.75	269
chr1	111813501	111813600	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p13.2	FALSE	CpG: 36.chr1.111813411	TRUE	CHIAP2	111823146	+	-9545	NA	NA	NA	0	2	6	9	18	3	20	35	58.5	279
chr1	111813601	111813700	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p13.2	FALSE	CpG: 36.chr1.111813411	TRUE	CHIAP2	111823146	+	-9445	NA	NA	NA	0	2	4	7	15	3	20	34.5	56	283
chr1	111813701	111813800	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.2	FALSE	CpG: 36.chr1.111813411	TRUE	CHIAP2	111823146	+	-9345	NA	NA	NA	0	1	3	7	14	3	19	34.5	54	287
chr1	111813801	111813900	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.2	FALSE	NA	NA	CHIAP2	111823146	+	-9245	NA	NA	NA	1	2	4	7	18	3	19	36	53	318
chr1	119522601	119522700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p12	TRUE	NA	NA	TBX15	119532179	-	9478	NA	NA	NA	0	2	4	8	29	0	18	26.5	40.75	182
chr1	119522701	119522800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p12	TRUE	NA	NA	TBX15	119532179	-	9378	NA	NA	NA	0	2	5	7	29	0	18	28	42	185
chr1	119525901	119526000	2.70319611470623e-10	0.9	0.16	42.9965611963169	9.85599884808215	250.15724030789	p12	TRUE	NA	NA	TBX15	119532179	-	6178	TBX15	119532179	-	2	7	9	14	37	5	21.25	30	56.75	196
chr1	119527001	119527100	5.62621314306073e-11	0.92	0.16	54.1409063698094	11.6839034885156	344.496378038746	p12	TRUE	CpG: 35.chr1.119526782	TRUE	TBX15	119532179	-	5078	TBX15	119532179	-	1	7	11	13	71	3	29.25	46.5	80	247
chr1	119527101	119527200	5.62621314306073e-11	0.92	0.16	54.1409063698094	11.6839034885156	344.496378038746	p12	TRUE	NA	NA	TBX15	119532179	-	4978	TBX15	119532179	-	1	7	9	13	52	3	26	48.5	75.5	264
chr1	119527201	119527300	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	p12	TRUE	NA	NA	TBX15	119532179	-	4878	TBX15	119532179	-	0	4	6	9	21	3	21.25	33.5	67	198
chr1	119527301	119527400	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	p12	TRUE	NA	NA	TBX15	119532179	-	4778	TBX15	119532179	-	0	4	8	10	22	3	25	37	72.25	219
chr1	119527401	119527500	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	p12	TRUE	NA	NA	TBX15	119532179	-	4678	TBX15	119532179	-	0	5	8	14	27	9	25	43.5	78.5	267
chr1	119527501	119527600	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	p12	TRUE	NA	NA	TBX15	119532179	-	4578	TBX15	119532179	-	0	5	9	17	35	7	26	48	74.25	304
chr1	119528201	119528300	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p12	TRUE	NA	NA	TBX15	119532179	-	3878	TBX15	119532179	-	0	3	4	11	36	5	18.25	34	45.5	221
chr1	119531501	119531600	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p12	TRUE	NA	NA	TBX15	119532179	-	578	TBX15	119532179	-	0	2	4	9	28	3	15	20	35	136
chr1	119531601	119531700	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	p12	TRUE	NA	NA	TBX15	119532179	-	478	TBX15	119532179	-	0	3	6	11	29	6	19.25	35.5	56.25	253
chr1	119531701	119531800	1.12218101162988e-09	0.88	0.16	35.4115684274262	8.47541001348151	195.009174387575	p12	TRUE	NA	NA	TBX15	119532179	-	378	TBX15	119532179	-	0	6	9	15	38	12	26.25	53	79.25	439
